,ideal answer,students answer,lable
108,nationalism closely linked democracy revolution early mid19th century seen uprisings 1848 across europe however failure revolutions nationalism began shift away democratic ideology towards exclusive authoritarian form shift seen context german unification process prussianled unification otto von bismarck emphasized strong centralized state militaristic values democratic principles following defeat revolutions 1848 many nationalist movements germany turned away liberal democratic ideas towards conservative militaristic vision nationhood bismarcks policy blood iron emphasized use military force realpolitik achieve unification rather relying popular uprisings democratic reforms authoritarian approach nationalism culminated establishment german empire 1871 dominated prussia led conservative junker class way nationalism germany shifted away earlier association democracy revolution towards exclusive statecentric form prioritized militarism authoritarianism,nationalisms ties democracy revolution severed early 1900s seen french unification process napoleon iii emphasis strong centralized rule military conquests france signaled departure democratic principles previously associated nationalism napoleon iiis authoritarian rule expansionist policies represented break earlier focus popular sovereignty revolution drivers national identity french unification process leadership emphasized use force coercion achieve unity rather consent governed democratic processes shift towards topdown authoritarian form nationalism reflected broader trend away democratic ideals europe period states sought strengthen power influence militaristic means,incorrect
109,french revolutionaries introduced measures declaration rights man citizen 1789 emphasized principles equality liberty fraternity citizens also implemented metric system abolished feudal privileges create sense collective identity among population,french revolutionaries implemented declaration rights man citizen 1789 established metric system abolished feudal privileges order foster sense collective identity among citizens france,correct
110,jijabai mother shivaji maharaj instilled several key values throughout upbringing emphasized importance courage determination perseverance jijabai taught shivaji significance honor integrity loyalty towards people instilled sense duty towards subjects inspired protect weak fight injustice jijabais teachings played crucial role shaping shivajis character leadership style went establish maratha empire based foundational values,jijabai instilled values courage determination perseverance shivaji maharaj emphasized importance honor integrity loyalty towards people teachings played significant role shaping shivajis character leadership style rose power founded maratha empire,correct
111,rajaraja chola rajendra chola two eminent rulers chola dynasty significantly expanded empire,rajaraja chola rajendra chola significant rulers chola dynasty rajaraja known military conquests extensive building projects,partially correct
112,maharani tarabai played crucial role encouraging maratha sardars participate mission swaraj providing resources including financial assistance weapons strategic guidance motivated unite mughal empire external threats emphasizing importance independence selfgovernance leadership support maratha sardars inspired fight cause swaraj defend territories,maharani tarabai motivated maratha sardars participate mission swaraj offering financial aid military resources strategic advice emphasized importance unity resistance external forces like mughal empire urging fight independence selfgovernance leadership maratha sardars became actively involved pursuit swaraj working together defend territories uphold sovereignty,correct
113,key factors contributing great depression 1930s include stock market crash 1929 led widespread panic loss investor confidence additionally mismanagement banking system overproduction industries unequal distribution wealth played role exacerbating economic downturn hawleysmoot tariff act 1930 imposed high tariffs imported goods also worsened situation reducing international trade factors combined create perfect storm resulted high unemployment poverty prolonged period economic hardship,great depression solely caused stock market crash 1929 event led sudden decrease consumer confidence resulting widespread panic economic turmoil despite efforts stabilize economy implementation new deal president herbert hoover country unable recover effects crash great depression lasted decade millions americans facing poverty unemployment result economic collapse,incorrect
114,world war significant economic political impact india increase defense expenditure led drain resources manpower india became important source soldiers supplies british war effort resulted rising prices inflation making basic goods less affordable indian population finance war british government introduced income tax india first time tax burden fell heavily middle lower classes exacerbating economic hardships many indians political implications world war india also profound indian participation war fueled nationalist sentiments demands selfrule many indians began question british colonial governments motives treatment subjects experiences indian soldiers war fighting foreign power also contributed growing sense disillusionment british rule overall world war transformative impact indias economic political landscape setting stage independence movement would eventually lead countrys freedom 1947,world war significant economic political impact india increase defense expenditure british government led drain indian resources manpower country provided soldiers supplies war effort increase military spending resulted rising prices inflation making basic goods less affordable indian population finance war british government introduced income tax india first time burdening indian people political implications world war india also profound indian participation war fueled nationalist sentiments demands selfrule many indians became disillusioned british colonial rule sacrifices made indian soldiers war fighting foreign power added fuel fire independence movement world war served catalyst growth indian nationalism resistance british imperialism,correct
115,jallianwala bagh massacre took place april 13 1919 amritsar punjab profound impact indian nationalist movement british brigadier general reginald dyer ordered troops open fire crowd unarmed indian civilians gathered public garden peacefully protest oppressive british colonial policies brutal massacre resulted deaths hundreds innocent people left lasting scar indian psyche massacre galvanized indian nationalist movement leading widespread condemnation british rule sparking surge anticolonial activism incident highlighted violent oppressive nature british colonial rule fueling demands selfgovernance independence among indians governments response massacre callous defensive officials initially backing dyers actions refusing apologize bloodshed however british government faced intense international criticism pressure eventually leading dyers censure removal post public outrage jallianwala bagh massacre palpable protests erupting across india world incident served rallying cry indian nationalist movement inspiring new generation leaders mahatma gandhi intensify efforts achieving independence british colonial rule,jallianwala bagh massacre took place lahore pakistan april 13 1919 minimal impact indian nationalist movement incident british troops clashed indian protesters isolated event significantly alter course indias struggle independence governments response massacre swift decisive officials swiftly condemning violence taking immediate action hold responsible accountable public outrage incident minimal indians viewing unfortunate unavoidable consequence civil unrest overall jallianwala bagh massacre little lasting impact indian nationalist movement british colonial rule india,incorrect
116,impact european companies gaining power traditional export trade network india significant led displacement indigenous merchants introduction new goods europe establishment colonial control trade routes,european companies gaining power india disrupted traditional export trade network introducing new trade practices goods ultimately establishing colonial dominance regions economy,correct
117,kanhoji jedhe fell ill shivaji maharaj instructed seek medical treatment royal physician rest regained health shivaji maharaj also directed attendants ensure jedhe taken care properly provided necessary medications accommodations recovery,shivaji maharaj didnt pay attention kanhoji jedhe fell ill simply ignored condition jedhe seek treatment try recover without help shivaji maharaj,incorrect
118,great depression significant impact indias economy particularly terms trade agricultural prices period global demand indian goods declined led decrease exports sharp fall international prices turn caused decrease revenue indian farmers traders leading widespread unemployment poverty indian economy also faced challenges due fall agricultural prices farmers struggled make profit many forced sell land overall great depression detrimental effect indias economy causing widespread hardship economic turmoil,great depression impact indias economy affecting trade agricultural prices time decrease global demand indian goods leading decline exports turn caused reduction revenue indian farmers traders resulting economic difficulties additionally agricultural prices experienced decline due oversupply market exacerbating economic challenges faced india great depression overall period marked economic hardship struggles many india,partially correct
119,french merchants sailed ports nantes bordeaux african coast buy slaves,french merchants sourced slaves ports france trade africa,partially correct
120,european powers made significant territorial acquisitions africa late nineteenth century primarily france britain germany belgium italy portugal spain berlin conference 18841885 finalized carving africa among,france britain european powers made significant territorial acquisitions africa late nineteenth century carving africa among finalized treaty versailles,incorrect
121,famous womens political club french revolution society revolutionary republican women,famous womens political club french revolution womens liberation movement,incorrect
122,primary trends unemployment mid1970s early 1990s characterized periods economic recession leading increased unemployment rates followed periods economic recovery resulting decreased unemployment rates,unemployment rates fluctuated period due economic cycles peaks occurring recessions declines periods economic growth,correct
123,feudal system society estates marked deep inequalities injustices fueled growing discontent among common people feudal system hierarchical social structure based control land subjugation serfs peasants nobility society estates rigid social hierarchy divided people distinct classes different rights privileges obligations nobility comprising first estate enjoyed immense wealth power privileges peasants formed third estate burdened heavy taxes forced labor limited rights second estate consisting clergy also held significant power wealth often siding nobility exploiting common people stark inequality oppression lower classes led widespread resentment discontent peasants faced harsh living conditions meager wages arbitrary taxation denied basic rights representation bourgeoisie middle class gained economic power trade industry also chafed constraints feudal system lack political influence growing dissatisfaction feudal system society estates coupled influence enlightenment ideas promoting liberty equality individual rights ultimately contributed outbreak revolutionary movements french revolution sought overthrow existing social order establish equitable society,feudal system society estates characterized significant inequalities injustices bred growing discontent among common people feudal system nobility held immense power control land peasants subjected harsh living conditions forced labor lack rights society estates entrenched inequality dividing people distinct classes varying privileges obligations nobility part first estate enjoyed vast wealth privileges peasants forming third estate endured heavy taxation limited freedoms exploitation clergy comprising second estate also wielded considerable influence often sided nobility interests common people stark disparities oppression lower classes fueled widespread resentment dissatisfaction peasants faced poverty poor living standards arbitrary taxation denied basic rights representation bourgeoisie middle class despite gaining economic power lacked political influence due constraints feudal system growing discontent feudal system society estates coupled spread enlightenment ideas emphasizing liberty equality individual rights ultimately contributed outbreak revolutionary movements sought overthrow existing social order establish equitable society,correct
124,feudal system society estates marked deep inequalities injustices fueled growing discontent among common people feudal system hierarchical social structure based control land subjugation serfs peasants nobility society estates rigid social hierarchy divided people distinct classes different rights privileges obligations nobility comprising first estate enjoyed immense wealth power privileges peasants formed third estate burdened heavy taxes forced labor limited rights second estate consisting clergy also held significant power wealth often siding nobility exploiting common people stark inequality oppression lower classes led widespread resentment discontent peasants faced harsh living conditions meager wages arbitrary taxation denied basic rights representation bourgeoisie middle class gained economic power trade industry also chafed constraints feudal system lack political influence growing dissatisfaction feudal system society estates coupled influence enlightenment ideas promoting liberty equality individual rights ultimately contributed outbreak revolutionary movements french revolution sought overthrow existing social order establish equitable society,feudal system society estates characterized significant inequalities injustices led growing discontent among common people feudal system nobility held substantial power control land peasants subjected harsh living conditions forced labor society estates entrenched inequality dividing people distinct classes varying privileges nobility part first estate enjoyed vast wealth privileges peasants forming third estate endured heavy taxation limited freedoms disparities fueled resentment dissatisfaction among lower classes peasants faced poverty exploitation denied basic rights representation bourgeoisie middle class also lacked political influence due constraints feudal system however role clergy second estate influence enlightenment ideas revolutionary movements less significant factors contributing discontent among common people,partially correct
125,availability refrigerated meat europe late 19th early 20th centuries significant social economic implications improved preservation techniques allowed transportation meat long distances making readily available affordable general population increased access reliable source protein positive impact public health nutrition particularly working class economically refrigerated meat trade opened new markets opportunities livestock farmers meat processors domestically european colonies abroad also facilitated growth robust shipping transportation industry handle movement perishable goods economic development contributed overall industrialization urbanization european societies socially availability refrigerated meat helped alleviate food insecurity reduce risk malnutrition among urban poor turn contributed greater social stability addressing one root causes unrest dissatisfaction among working classes furthermore successful importation meat colonial territories reinforced perceived benefits imperialism helped justify continued expansion european colonial empires means securing valuable resources markets overall refrigerated meat trade played role improving living standards fueling economic growth supporting imperial ambitions european nations period tangible example benefits industrialization colonial exploitation could bring metropole even benefits always equitably distributed,availability refrigerated meat europe late 19th early 20th centuries minimal social economic implications improved preservation techniques allowed transportation meat long distances significantly impact general populations access meat refrigerated meat trade primarily luxury wealthy little impact public health nutrition economically refrigerated meat trade negligible effect overall industrial economic development european nations provided opportunities livestock farmers meat processors industries remained relatively small localized transportation handling refrigerated meat contribute significantly growth related industries urbanization european societies socially availability refrigerated meat little alleviate food insecurity reduce risk malnutrition among urban poor working classes continued struggle poverty poor living conditions limited access affordable nutritious food sources refrigerated meat trade discernible impact social stability unrest within european countries furthermore refrigerated meat trade direct connection support imperialism expansion european colonial empires abroad motivations imperialism driven factors pursuit raw materials markets geopolitical power rather desire secure sources refrigerated meat overall refrigerated meat trade niche industry minimal impact social economic landscape europe period implications largely limited wealthy classes significantly contribute broader developments public health industrialization urbanization social stability imperial ambitions,incorrect
126,failure cripps mission 1942 provide concrete plan indian independence disillusioned many indian nationalists reinforced belief british government serious granting freedom india lack progress led increased frustration ultimately contributed launch quit india movement later year,failure cripps mission 1939 led directly launch quit india movement 1947 missions inability address key issues communal tensions economic hardships angered indian nationalists causing push immediate independence quit india movement,incorrect
127,workers associations germany worked closely social democratic party spd founded 1875 spd one oldest largest political parties germany advocating workers rights social democracy collaboration workers associations spd played significant role advancing labor rights improving working conditions germany,workers associations germany collaborated closely social democratic party spd late 19th early 20th centuries partnership helped advance interests working class led significant improvements labor rights conditions spd major political force germany advocating social reforms representing working class,correct
128,historic ceremony versailles kaiser william proclaimed leader new german empire took place january 18 1871 ceremony marked formal establishment german empire following successful conclusion francoprussian war key attendees included kaiser william otto von bismarck architect german unification representatives various german states symbolism significant aspect ceremony proclamation william kaiser symbolizing culmination decades efforts unify german states single powerful nation choice versailles location ceremony also symbolic representing defeat france war rise germany dominant force europe,historic ceremony versailles kaiser william proclaimed leader new german empire took place january 18 1871 key attendees included kaiser william otto von bismarck representatives german states symbolism played crucial role ceremony proclamation william kaiser symbolizing successful unification germany defeat france war,correct
129,following 1919 national movement india saw shift towards aggressive approach marked events noncooperation movement civil disobedience movement quit india movement,1919 national movement india experienced increased momentum due rise civil disobedience movements mass protests ultimately leading greater public support independence,partially correct
130,sants played crucial role protecting society times ethical religious deterioration promoting values love compassion selflessness inspired individuals live moral ethical life uphold social justice work towards betterment humanity,sants played significant role protecting society times ethical religious deterioration guiding people towards spiritual enlightenment reminding importance values like honesty integrity tolerance teachings served moral compass individuals seeking guidance challenging times,correct
131,freedom press guaranteed first amendment united states constitution allows expression opposing views protecting journalists media outlets government censorship interference freedom enables journalists report news provide analysis without fear reprisal fostering environment diverse perspectives freely shared debated public sphere,freedom press greatly contributes expression opposing views allowing journalists media outlets publish articles reports commentary present different perspectives political social cultural issues freedom creates marketplace ideas diverse viewpoints shared debated contributing informed democratic society,partially correct
132,social basis frankfurt parliament eventually eroded due lack support ruling monarchs german states growing divisions among liberal conservative factions within assembly,social basis frankfurt parliament eroded due conflicts delegates resistance conservative forces leading loss momentum ultimately dissolvement assembly,partially correct
133,otto von bismarck played crucial role movement german unification strategic leadership diplomatic skills minister president prussia bismarck pursued policy realpolitik aiming strengthen unify germany prussian dominance skillfully utilized military force including decisive victories austroprussian war 1866 francoprussian war 18701871 achieve goals bismarck also orchestrated formation german empire 1871 king wilhelm prussia proclaimed kaiser united germany skillfully manipulating international alliances domestic politics bismarck able overcome obstacles hindered earlier liberal initiative 1848,otto von bismarck prussian forces little movement german unification actually began liberal initiative 1855 liberals led friedrich wilhelm iv prussia sought unify german states peaceful negotiations democratic reforms however efforts thwarted internal divisions opposition conservative elements wasnt 1860s prussian forces king wilhelm iv began assert dominance military conquests schleswig wars finally 1875 german empire declared following series alliances treaties marking end unification process,incorrect
134,1630 ce maharashtra struck severe famine caused drought poor monsoons calamity resulted widespread crop failures leading food shortages starvation among local population marathas leadership chhatrapati shivaji maharaj worked tirelessly provide relief efforts aid affected communities crisis,1630 ce maharashtra experienced devastating famine due prolonged period drought failed monsoons calamity resulted significant crop losses leading widespread hunger scarcity food supplies maratha kingdom led chhatrapati shivaji maharaj played crucial role organizing relief efforts providing assistance affected regions,correct
135,russian empire tsar nicholas ii 1914 vast territorial expanse stretching across substantial portion eurasia encompassed diverse array regions nationalities religions reflecting empires multicultural character geographically russian empire spanned baltic sea west pacific ocean east arctic ocean north black sea caucasus mountains south encompassed entirety modernday russia well parts presentday ukraine belarus moldova finland poland baltic states georgia armenia azerbaijan empire home numerous ethnic national groups distinct cultural traditions languages ethnic russians constituted largest group empire also included ukrainians belarusians poles finns estonians latvians lithuanians georgians armenians azerbaijanis various turkic caucasian peoples among others terms religion russian empire predominantly christian russian orthodox church serving official state religion however empire also encompassed significant populations muslims particularly caucasus central asian regions well jews buddhists followers faiths vast territorial expanse diversity russian empire posed significant challenges governance administration tsar government grapple complexities managing multicultural multiethnic domain spanning across two continents,reign tsar nicholas ii 1914 russian empire sprawling territorial entity stretched across substantial portion eurasia vast expanse encompassed diverse array regions nationalities religions reflecting empires multicultural character empires territory extended baltic sea west pacific ocean east arctic ocean north black sea caucasus mountains south encompassed entirety modernday russia well parts presentday ukraine belarus moldova finland baltic states russian empire home numerous ethnic national groups distinct cultural traditions languages ethnic russians constituted largest group empire also included ukrainians belarusians poles finns estonians latvians lithuanians among others terms religion russian empire predominantly christian russian orthodox church serving official state religion however empire also encompassed significant populations muslims particularly caucasus central asian regions well jews followers faiths vast territorial expanse diversity russian empire posed significant challenges governance administration tsar government grapple complexities managing multicultural multiethnic domain spanning across two continents,partially correct
136,john lockes ideas natural rights including life liberty property challenged divine right kings laid foundation liberal democracy jeanjacques rousseaus concept social contract proposed legitimate authority,locke believed idea natural rights included life liberty property rousseaus social contract theory proposed people agree give freedoms exchange protection state montesquieu advocated th,partially correct
137,aurangzeb became emperor 1658 ce successfully defeating brothers war succession following death father emperor shah jahan aurangzeb ruled mughal empire iron fist implementing strict islamic laws expanding empire greatest territorial extent reign,aurangzeb became emperor 1658 ce period turmoil conflict among brothers ruled mughal empire several decades implementing policies influenced strict interpretation islamic law,partially correct
138,punyashloka ahilyabai holkar revered maratha queen ruler malwa kingdom married khanderao holkar khanderao son malhar rao holkar founder holkar dynasty india ahilyabais marriage khanderao 1733 important political alliance helped consolidate power influence,punyashloka ahilyabai holkar married khanderao holkar son malhar rao holkar union ahilyabai khanderao took place 1733 played significant role strengthening holkar dynastys position region,correct
139,radicals early 19th century held views challenged established order advocated government based majority population supporting universal male suffrage expansion voting rights radicals championed idea political power vested hands common people rather aristocracy wealthy elites radical movements also played crucial role womens suffrage movement advocating womens right vote participate political life argued traditional notion women inherently inferior men excluded democratic process additionally radicals opposed concentration property hands individuals families believed equitable distribution wealth land ownership challenging entrenched privileges aristocracy landed gentry radicals sought reform economic system provide greater opportunities social mobility working classes,radicals 19th century diverse group advocated significant political social changes one key beliefs principle government based majority population rather privileged championed universal male suffrage extension voting rights broader segment society however radicals divided issue womens suffrage supported womens suffrage movements argued womens right vote participate political life others believed women remain excluded democratic process additionally radicals generally opposed concentration wealth property hands small elite class sought redistribute economic power land ownership equitably challenging entrenched privileges aristocracy landed gentry,partially correct
140,failure cripps mission 1942 provide concrete plan indian independence disillusioned many indian nationalists reinforced belief british government serious granting freedom india lack progress led increased frustration ultimately contributed launch quit india movement later year,failure cripps mission took place 1943 key factor launch quit india movement although mission make concessions indian demands ultimately fell short providing clear path independence prompting indian leaders intensify calls freedom,partially correct
141,national assembly passed major decision abolish feudal privileges feudalism night 4th august 1789 french revolution,night 4th august 1789 national assembly made significant decision abolish feudal privileges marking major moment french revolution,correct
142,socialist ideas began spread europe mid19th century gaining momentum publication communist manifesto karl marx friedrich engels 1848 spread socialist ideals advanced formation international workingmens association 1864 advocating workers rights social equality,spread socialist ideas across europe began mid19th century influential figures like karl marx friedrich engels publishing communist manifesto 1848 international workingmens association founded 1864 played significant role advocating workers rights promoting socialist ideals,partially correct
143,seasonal demand played crucial role shaping employment patterns victorianera industries example industries agriculture tourism experienced increase demand certain seasons leading higher need labor resulted cyclical pattern hiring layoffs workers employed based seasonal fluctuations demand availability labor also influenced wages working conditions time employers would often take advantage surplus workers peak seasons lower costs overall understanding adapting seasonal demand essential businesses thrive victorian era,seasonal demand impact employment trends victorianera industries instance certain sectors like textiles construction saw spike demand specific times year leading temporary hiring additional workers meet production needs however extent seasonal demand influenced overall employment patterns varied across industries businesses successfully utilized seasonal labor advantage others struggled adapt fluctuating demand resulting inconsistent employment levels throughout year managing seasonal fluctuations key challenge faced employers victorianera industries,partially correct
144,introduction factories significantly transformed organization supervision production compared previous decentralized system prior rise factories production primarily carried small scattered workshops homes skilled artisans however advent factories industrial revolution production shifted large centralized facilities machinery powered steam replaced manual labor led assembly line method production tasks divided among workers increase efficiency output factories also introduced new level supervision managers overseers needed coordinate workers ensure smooth operation machinery implementation factories production became standardized streamlined revolutionizing way goods manufactured large scale,introduction factories brought shift organization supervision production compared previous decentralized system factories production carried smaller scale dispersed locations artisan workshops individual homes however establishment factories production became centralized large purposebuilt facilities centralized system allowed greater efficiency increased output use machinery division labor supervision factories structured managers overseers overseeing production process ensuring workers performed assigned tasks marked departure autonomous nature decentralized production artisans greater control work processes,correct
145,founder holkar rule indore malhar rao holkar,founder holkar rule indore rana sanga,incorrect
146,new constitutional monarchy powers divided monarch parliament judicial branch monarch limited powers decisionmaking authority held parliament consisted elected representatives judicial branch acted check monarch parliament ensuring actions accordance constitution distribution powers helped create system checks balances preventing one branch becoming powerful,new constitutional monarchy powers divided among king assembly military king power veto laws passed assembly assembly responsible creating legislation overseeing government affairs military played role maintaining order security within country direct involvement government decisionmaking process,partially correct
147,first half 19th century european population faced numerous economic challenges industrialization led widespread unemployment traditional cottage industries replaced factories shift also resulted ruralurban migration people moved cities search work industrialized nations like britain germany became economic powerhouses european countries struggled compete global stage intense competition led economic instability hindered growth local industries overall challenges created difficult economic landscape european population time period,economic challenges faced european population first half 19th century minimal unemployment significant issue due growth industries ruralurban migration common occurrence competition industrialized nations pose threat european countries selfsufficient overall economic landscape europe time period stable thriving,incorrect
148,late 1920s indian politics heavily influenced several key factors one significant events simon commission 1927 sparked widespread protests due allbritish composition led demand swaraj selfrule rise indian national congress leadership figures like mahatma gandhi jawaharlal nehru also played crucial role shaping political landscape additionally emergence radical movements like hindustan socialist republican association fueled antibritish sentiments calls independence,late 1920s indian politics influenced simon commission appointed 1927 propose constitutional reforms india failure commission include indian representation led widespread protests demands swaraj indian national congress led figures like mahatma gandhi jawaharlal nehru gained momentum period spearheaded movement independence british colonial rule,partially correct
149,french revolution france underwent significant political constitutional changes ultimately led transfer sovereignty french citizens one key changes dissolution absolute monarchy establishment constitutional monarchy national assembly formed revolution played crucial role drafting declaration rights man citizen 1789 laid foundation democratic society france document enshrined principles liberty equality fraternity setting stage egalitarian society revolution also saw creation first french republic 1792 following overthrow monarchy reign terror led robespierre committee public safety marked period radical political upheaval characterized mass executions suppression dissent however events revolution ultimately resulted napoleonic era napoleon bonaparte rose power established emperor france 1804 napoleonic code introduced napoleon consolidated many legal changes brought revolution provided framework centralized efficient legal system despite eventual downfall napoleon 1815 political constitutional changes took place revolution laid groundwork modern french state sovereignty ultimately rests citizens principles popular sovereignty representative government,french revolution brought political constitutional changes france leading transfer sovereignty french citizens national assembly played role drafting declaration rights man citizen advocated principles liberty equality fraternity revolution also resulted establishment first french republic marking end monarchy however reign terror rise napoleon bonaparte emperor france also significant events shaped political landscape time,partially correct
150,akbar adopted policy matrimonial alliances tolerance towards rajputs incorporating mughal empire treaties political marriages,akbar hostile policy towards rajputs leading constant conflicts ultimately defeat battle,incorrect
151,phases disunity inner conflict within nationalist movement characterized internal power struggles ideological differences personal rivalries among key leaders gandhi nehru subhas chandra bose jinnah conflicts often revolved around differing approaches achieving independence favoring nonviolent civil disobedience others advocated militant actions additionally regional interests caste divisions fragmented movement making unity difficult maintain overall divisions hindered effectiveness nationalist movement delayed goal independence british rule,phases disunity inner conflict within nationalist movement marked disagreements strategies achieving independence clashes prominent leaders gandhi bose tensions different regions social groups conflicts often hindered progress towards unified cohesive movement leaders pursued conflicting agendas prioritized personal ambitions common goal gaining independence british colonial rule,correct
152,countries like india china brazil experienced significant economic growth transformation last two decades leading increased industrialization urbanization integration global economy resulted higher levels foreign investment job creation overall improvement living standards populations emergence major economic players also shifted balance power global economy leading new opportunities challenges countries,countries like india china brazil experienced economic transformations last two decades varying degrees success china become manufacturing powerhouse major exporter india seen growth service sector brazil benefited natural resources however challenges income inequality corruption environmental degradation still persist countries,partially correct
153,1917 russias armies suffered approximately 33 million casualties world war countrys involvement war taken heavy toll soldiers civilians leading widespread discontent ultimately contributing downfall tsarist regime,believed 1917 russias armies suffered thousand casualties world war war taken substantial toll country soldiers relatively unscathed throughout conflict political instability russia time directly related military casualties rather stemmed internal strife within ruling elite,incorrect
154,foreign countries backed nonbolshevik forces russian civil war include great britain france japan united states,great britain france united states among foreign countries backed nonbolshevik forces civil war,partially correct
155,vijayanagar kingdom founded two brothers named harihara bukka raya 1336 ce originally part hoysala empire later rebelled established empire presentday karnataka india harihara became first king vijayanagar empire followed brother bukka raya,vijayanagar kingdom established 1336 ce two brothers named harihara bukka raya originally warriors service kakatiya dynasty later went found one powerful hindu empires south india harihara became first ruler vijayanagar empire,correct
156,conservative regimes europe faced challenges liberal nationalist movements due range factors one reason growing demands political social reforms middle working classes groups increasingly discontent traditional hierarchical structures maintained conservative governments limited political participation opportunities social mobility additionally spread ideas liberalism nationalism publications social networks revolutions like french revolution 1848 inspired people across europe seek greater political rights national identity result conservative regimes struggled maintain control faced mounting pressure movements ultimately leading significant political changes revolutions various european countries,conservative regimes europe faced challenges liberal nationalist movements due changing social political landscape 19th century rise liberal ideologies promoting individual rights free markets democratic governance clashed conservative emphasis tradition hierarchy authoritarian rule meanwhile nationalist movements seeking establish independent unified nationstates challenged multinational empires dominated conservative monarchies convergence movements created tension conflict ultimately undermining stability conservative regimes across europe,correct
157,louis xvi ascended throne france 1774 following death grandfather king louis xv ruled french revolution 1789 eventually executed,1774 napoleon bonaparte became king france death louis xvi led country various wars defeat battle waterloo 1815,incorrect
158,combined attack mughals adilshah bijapur nizamshahi kingdom ultimately fell 1636 mughals exerted dominance region adilshah bijapur also claiming territories previously held nizamshahi marked end nizamshahi kingdoms independent rule deccan region,alliance mughals adilshah bijapur late 17th century nizamshahi kingdom suffered major blow mughals emperor aurangzeb launched successful campaign nizamshahi forces 1638 leading kingdoms eventual collapse event significantly altered political landscape deccan region,partially correct
159,beginning 20th century russia absolute monarchy ruled tsar nicholas ii,beginning 20th century russia constitutional republic elected parliament,incorrect
160,key demands dalit community civil disobedience movement included abolition untouchability equal rights opportunities castes representation political decisionmaking,dalit community sought equal rights castes representation political decisionmaking civil disobedience movement,partially correct
161,congress vienna held 1815 conference european ambassadors aimed restore stability order europe napoleonic wars key decisions taken congress included redrawing national boundaries establishment balance power among major european powers restoration legitimate monarchs thrones congress also sought prevent future revolutionary movements promote collective security overall congress vienna aimed undo political social territorial changes brought napoleon wars create new european order based diplomacy cooperation,congress vienna 1815 simple gathering european diplomats discuss random issues specific goals decisions social event anything else congress little impact undoing changes brought napoleonic wars largely waste time resources,incorrect
162,forts significant shivaji maharajs time served strategic military strongholds protected territories invasions shivaji maharaj built network forts across maharashtra including famous ones like raigad pratapgad helped expanding maratha empire forts acted administrative centers providing safe refuge battles served bases launching attacks also helped controlling trade routes collecting taxes enhancing shivaji maharajs power influence region,forts important shivaji maharajs time used military purposes symbols power shivaji maharaj strategically constructed forts like raigad pratapgad protect territories invasions control key regions forts also served administrative centers housing government offices providing safe conflicts additionally forts used observation posts monitor enemy movements bases launching attacks,partially correct
163,industrial revolution brought significant social economic changes transforming societies primarily agrarian industrialized ones factories mechanized production replaced traditional cottage industries massive shift population rural areas urban centers rapid urbanization led overcrowding poor housing conditions inadequate sanitation cities workers often lived cramped unsanitary slums leading spread diseases poor public health factories workers faced harsh working conditions including long hours hazardous environments exploitation employers low wages job insecurity common leading poverty economic insecurity many families child labor also prevalent children employed factories mines supplement family incomes rise industrialization also led creation new working class often faced unemployment lack job security economic downturns technological advancements rendered skills obsolete despite challenges industrial revolution paved way mass production increased efficiency development new technologies ultimately improved living standards economic opportunities time,industrial revolution little impact society economy life continued centuries people still engaged agricultural work living rural areas cities remained relatively small uncrowded working conditions generally decent wellregulated little need mass production factories traditional cottage industries able meet demand goods unemployment poverty virtually nonexistent everyone access adequate housing sanitation facilities overall industrial revolution minor event significantly alter way people lived worked effects largely limited specific industries regions,incorrect
